gender,languages_selected,education_level,major_field_of_study,cgpa,current_year,current_semester,experties_major_gpa,experties_suggest_career,student_programming_learned,student_databases_tools,student_cloud_platforms_infra_tools,mind_stress_management,learning_style,student_expectation,preferred_work_environment,work_life_balance,internship_experience,real_world_projects_completed,certifications
female,sinhala,bachelor's degree,cyber security,2.45,3,2,3.7,data analyst,"java, c++",mysql,aws,moderate,kinesthetic,security engineer,remote,poor,no,9,none
male,tamil,bachelor's degree,computer science,2.67,1,2,2.55,cloud engineer,"python, sql",sql server,docker,excellent,kinesthetic,systems analyst,remote,poor,no,10,cisco
male,"tamil, english",bachelor's degree,information technology,2.6,4,2,3.93,cyber security analyst,"python, r",oracle,gcp,moderate,visual,devops engineer,remote,poor,yes,3,none
female,sinhala,bachelor's degree,information technology,2.6,3,1,3.11,ai engineer,"python, java",mongodb,docker,excellent,auditory,devops engineer,onsite,poor,yes,1,aws
male,sinhala,bachelor's degree,computer science,2.65,2,2,2.42,qa engineer,"c#, .net",sql server,aws,low,auditory,devops engineer,hybrid,average,no,7,aws
male,tamil,bachelor's degree,cyber security,2.73,1,2,3.84,ml engineer,"java, c++",sql server,azure,excellent,auditory,security engineer,hybrid,average,yes,11,azure
male,"english, sinhala",bachelor's degree,data science,2.51,4,1,3.13,systems analyst,"python, java",sql server,aws,low,visual,security engineer,onsite,excellent,yes,0,aws
female,"sinhala, tamil",bachelor's degree,data science,2.4,1,2,2.92,software engineer,"javascript, php",mongodb,gcp,moderate,kinesthetic,security engineer,hybrid,excellent,no,6,google
male,tamil,bachelor's degree,information technology,3.9,4,1,2.5,cyber security analyst,"java, c++",sql server,aws,moderate,visual,security engineer,onsite,average,yes,7,aws
male,"english, sinhala, tamil",bachelor's degree,data science,3.4,1,2,3.79,cyber security analyst,"java, c++",mongodb,kubernetes,excellent,kinesthetic,data scientist,hybrid,excellent,yes,10,cisco
male,"english, sinhala, tamil",bachelor's degree,cyber security,3.78,1,2,2.29,systems analyst,"python, java",oracle,docker,low,auditory,qa engineer,remote,excellent,no,9,none
male,"english, sinhala",bachelor's degree,data science,2.7,4,1,2.7,cyber security analyst,"c#, .net",mysql,gcp,excellent,auditory,systems analyst,hybrid,excellent,yes,4,none
female,english,bachelor's degree,computer science,3.24,3,2,2.43,network engineer,"python, sql",sql server,kubernetes,moderate,visual,systems analyst,onsite,average,no,12,aws
male,"tamil, english",bachelor's degree,cyber security,2.94,4,2,2.58,systems analyst,"c#, .net",mongodb,docker,moderate,kinesthetic,devops engineer,onsite,poor,no,10,google
female,"english, sinhala",bachelor's degree,data science,3.4,1,1,3.63,ml engineer,"javascript, php",mongodb,azure,moderate,kinesthetic,qa engineer,hybrid,excellent,no,11,azure
male,"tamil, english",bachelor's degree,data science,3.49,4,2,3.8,ml engineer,"java, c++",mysql,gcp,moderate,visual,systems analyst,hybrid,average,no,8,google
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.14,2,2,3.59,software engineer,"python, r",sql server,gcp,excellent,visual,systems analyst,hybrid,excellent,no,5,google
male,"english, sinhala",bachelor's degree,information technology,2.79,3,1,3.22,qa engineer,"c#, .net",mongodb,kubernetes,low,auditory,devops engineer,hybrid,average,no,9,azure
female,"english, sinhala",bachelor's degree,data science,2.75,3,1,3.32,ml engineer,"python, java",oracle,gcp,low,auditory,systems analyst,hybrid,poor,yes,2,azure
female,"english, sinhala",bachelor's degree,computer science,2.49,1,2,3.82,software engineer,"c#, .net",postgresql,gcp,low,auditory,systems analyst,remote,excellent,no,1,azure
female,sinhala,bachelor's degree,computer science,3.29,1,1,2.71,devops engineer,"c#, .net",mysql,aws,low,auditory,security engineer,onsite,excellent,no,1,none
male,"english, sinhala",bachelor's degree,computer science,3.48,3,2,2.63,software engineer,"java, c++",mongodb,azure,moderate,auditory,data scientist,hybrid,poor,no,7,azure
female,sinhala,bachelor's degree,information technology,3.18,3,2,3.45,ai engineer,"python, r",oracle,azure,excellent,visual,devops engineer,remote,poor,no,11,aws
male,"sinhala, tamil",bachelor's degree,software engineering,2.84,2,1,2.77,ai engineer,"python, sql",mysql,kubernetes,excellent,visual,qa engineer,hybrid,excellent,yes,5,none
female,sinhala,bachelor's degree,data science,2.7,2,1,3.64,devops engineer,"c#, .net",sql server,docker,moderate,auditory,systems analyst,hybrid,average,no,9,azure
female,english,bachelor's degree,data science,2.95,1,2,2.97,cyber security analyst,"javascript, php",sql server,docker,low,visual,devops engineer,remote,average,yes,0,azure
male,english,bachelor's degree,computer science,2.61,3,1,2.2,cloud engineer,"c#, .net",oracle,docker,low,visual,data scientist,onsite,excellent,no,7,azure
male,sinhala,bachelor's degree,information technology,2.81,2,2,2.46,cyber security analyst,"java, c++",mongodb,aws,excellent,kinesthetic,software engineer,hybrid,excellent,no,10,aws
female,"tamil, english",bachelor's degree,cyber security,3.58,1,2,2.61,qa engineer,"c#, .net",mongodb,gcp,moderate,kinesthetic,systems analyst,remote,poor,no,11,aws
male,"tamil, english",bachelor's degree,information technology,2.24,2,1,2.77,qa engineer,"java, c++",postgresql,azure,moderate,kinesthetic,devops engineer,onsite,poor,no,5,cisco
male,sinhala,bachelor's degree,computer science,2.43,2,1,3.58,cloud engineer,"python, sql",postgresql,gcp,excellent,visual,software engineer,remote,poor,no,5,cisco
male,tamil,bachelor's degree,information technology,3.72,2,1,2.53,systems analyst,"python, sql",postgresql,gcp,low,auditory,security engineer,hybrid,poor,yes,6,azure
female,"english, sinhala",bachelor's degree,cyber security,3.98,2,1,3.94,data analyst,"c#, .net",oracle,kubernetes,excellent,visual,software engineer,remote,poor,no,1,none
female,"sinhala, tamil",bachelor's degree,software engineering,2.71,4,2,2.27,software engineer,"python, java",oracle,azure,moderate,auditory,software engineer,remote,average,no,9,azure
female,"tamil, english",bachelor's degree,information technology,3.75,1,1,2.44,systems analyst,"python, r",sql server,azure,excellent,kinesthetic,systems analyst,hybrid,average,no,2,cisco
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.11,2,2,2.21,ai engineer,"c#, .net",oracle,azure,excellent,kinesthetic,security engineer,hybrid,poor,no,11,azure
male,sinhala,bachelor's degree,information technology,2.64,4,2,2.9,data analyst,"javascript, php",postgresql,docker,low,auditory,data scientist,onsite,poor,yes,2,google
male,tamil,bachelor's degree,information technology,3.84,4,1,3.57,network engineer,"c#, .net",oracle,gcp,moderate,kinesthetic,software engineer,onsite,poor,yes,6,aws
male,sinhala,bachelor's degree,software engineering,2.86,3,2,2.98,cyber security analyst,"python, r",postgresql,azure,low,visual,security engineer,remote,poor,no,2,google
female,tamil,bachelor's degree,software engineering,2.89,2,2,2.82,ai engineer,"javascript, php",postgresql,kubernetes,moderate,visual,security engineer,remote,average,yes,6,none
male,"sinhala, tamil",bachelor's degree,cyber security,2.34,2,2,2.84,cloud engineer,"python, sql",postgresql,docker,moderate,kinesthetic,qa engineer,remote,excellent,no,11,google
female,tamil,bachelor's degree,computer science,2.94,3,1,3.96,qa engineer,"python, r",sql server,kubernetes,moderate,kinesthetic,software engineer,remote,excellent,no,12,google
female,english,bachelor's degree,data science,3.92,3,2,2.88,systems analyst,"c#, .net",sql server,azure,low,visual,qa engineer,remote,excellent,no,0,cisco
female,"sinhala, tamil",bachelor's degree,computer science,2.62,4,1,3.76,devops engineer,"java, c++",sql server,kubernetes,low,visual,software engineer,remote,average,yes,7,none
male,tamil,bachelor's degree,cyber security,3.05,4,1,2.81,network engineer,"python, r",postgresql,gcp,low,kinesthetic,devops engineer,remote,excellent,no,3,azure
male,"tamil, english",bachelor's degree,software engineering,3.97,2,1,3.71,software engineer,"python, sql",mysql,docker,low,visual,qa engineer,remote,poor,no,6,aws
male,"sinhala, tamil",bachelor's degree,data science,2.55,2,1,2.21,data analyst,"javascript, php",mysql,azure,excellent,auditory,data scientist,remote,excellent,yes,4,azure
male,"sinhala, tamil",bachelor's degree,computer science,3.17,3,1,3.45,cyber security analyst,"javascript, php",oracle,kubernetes,moderate,kinesthetic,systems analyst,remote,excellent,no,2,aws
female,sinhala,bachelor's degree,cyber security,2.94,2,1,3.42,devops engineer,"java, c++",sql server,kubernetes,excellent,visual,qa engineer,onsite,excellent,no,2,aws
male,"sinhala, tamil",bachelor's degree,information technology,3.26,1,1,3.3,cyber security analyst,"python, sql",sql server,azure,excellent,visual,software engineer,remote,poor,no,9,aws
female,"sinhala, tamil",bachelor's degree,data science,2.81,4,2,2.83,software engineer,"python, r",oracle,azure,moderate,visual,software engineer,onsite,poor,yes,8,none
female,tamil,bachelor's degree,software engineering,2.45,1,1,3.37,cloud engineer,"python, r",sql server,gcp,moderate,kinesthetic,security engineer,hybrid,poor,no,5,google
male,"sinhala, tamil",bachelor's degree,data science,2.36,4,1,3.67,qa engineer,"c#, .net",mysql,azure,low,auditory,software engineer,hybrid,poor,yes,11,azure
male,english,bachelor's degree,cyber security,2.91,2,2,3.45,data analyst,"python, r",mongodb,azure,low,auditory,data scientist,hybrid,excellent,yes,10,none
female,"sinhala, tamil",bachelor's degree,computer science,3.16,1,2,2.78,ml engineer,"java, c++",mongodb,docker,excellent,visual,systems analyst,hybrid,poor,no,5,none
female,"sinhala, tamil",bachelor's degree,cyber security,3.22,1,1,3.28,network engineer,"c#, .net",oracle,gcp,moderate,kinesthetic,software engineer,hybrid,average,no,6,google
female,tamil,bachelor's degree,computer science,3.96,4,2,3.36,systems analyst,"javascript, php",postgresql,gcp,excellent,auditory,qa engineer,onsite,poor,no,10,google
female,"english, sinhala",bachelor's degree,software engineering,2.64,3,2,2.75,systems analyst,"c#, .net",oracle,azure,low,visual,security engineer,hybrid,average,no,12,azure
female,sinhala,bachelor's degree,data science,3.39,4,2,3.71,network engineer,"python, r",mongodb,gcp,low,kinesthetic,systems analyst,hybrid,average,no,0,none
male,"english, sinhala, tamil",bachelor's degree,computer science,2.51,3,2,2.55,cyber security analyst,"python, sql",sql server,kubernetes,moderate,visual,security engineer,remote,average,no,12,cisco
female,sinhala,bachelor's degree,computer science,3.59,4,2,2.59,software engineer,"java, c++",mysql,gcp,excellent,kinesthetic,devops engineer,onsite,average,yes,0,azure
female,"tamil, english",bachelor's degree,information technology,3.65,3,2,3.97,cyber security analyst,"python, java",mysql,kubernetes,low,visual,security engineer,remote,average,no,10,none
male,"sinhala, tamil",bachelor's degree,software engineering,2.62,1,1,2.23,cyber security analyst,"c#, .net",mongodb,azure,excellent,visual,systems analyst,remote,poor,yes,9,cisco
female,"tamil, english",bachelor's degree,computer science,2.92,2,2,3.41,qa engineer,"javascript, php",mysql,docker,low,visual,software engineer,onsite,average,yes,10,none
female,"english, sinhala, tamil",bachelor's degree,cyber security,3.58,1,1,3.32,cyber security analyst,"c#, .net",oracle,kubernetes,low,auditory,qa engineer,hybrid,poor,yes,10,cisco
male,"english, sinhala, tamil",bachelor's degree,data science,3.38,2,1,2.79,data analyst,"javascript, php",mongodb,aws,low,visual,software engineer,onsite,average,no,9,aws
female,tamil,bachelor's degree,data science,2.92,2,1,2.47,ml engineer,"c#, .net",postgresql,gcp,low,kinesthetic,data scientist,remote,average,yes,0,google
male,"sinhala, tamil",bachelor's degree,data science,3.65,3,2,3.03,cloud engineer,"python, java",oracle,kubernetes,low,kinesthetic,devops engineer,hybrid,poor,yes,1,google
male,"english, sinhala, tamil",bachelor's degree,software engineering,2.22,3,1,3.12,systems analyst,"c#, .net",sql server,kubernetes,moderate,kinesthetic,data scientist,onsite,excellent,no,2,azure
male,"tamil, english",bachelor's degree,computer science,2.37,4,2,3.01,devops engineer,"javascript, php",mongodb,kubernetes,moderate,visual,qa engineer,hybrid,poor,yes,8,none
male,"english, sinhala",bachelor's degree,cyber security,2.97,1,1,3.22,ai engineer,"python, r",sql server,docker,low,auditory,systems analyst,remote,average,no,4,none
male,"english, sinhala",bachelor's degree,computer science,2.27,3,2,3.53,data analyst,"javascript, php",sql server,aws,moderate,visual,devops engineer,hybrid,poor,yes,2,none
female,"english, sinhala",bachelor's degree,software engineering,2.71,4,2,2.72,systems analyst,"python, r",mongodb,aws,low,kinesthetic,software engineer,hybrid,excellent,yes,2,aws
male,"english, sinhala, tamil",bachelor's degree,software engineering,2.99,3,2,3.3,ml engineer,"python, r",sql server,gcp,moderate,kinesthetic,security engineer,onsite,average,yes,12,google
female,"english, sinhala, tamil",bachelor's degree,data science,3.22,2,1,2.85,cloud engineer,"python, java",mysql,aws,excellent,auditory,software engineer,remote,average,yes,5,none
female,sinhala,bachelor's degree,information technology,3.39,3,1,3.58,ml engineer,"javascript, php",mongodb,aws,low,auditory,data scientist,onsite,average,no,0,cisco
female,"english, sinhala, tamil",bachelor's degree,cyber security,2.67,1,2,2.88,data analyst,"python, sql",mysql,aws,excellent,visual,qa engineer,onsite,poor,no,6,cisco
male,"sinhala, tamil",bachelor's degree,information technology,2.83,1,1,2.28,network engineer,"c#, .net",mysql,aws,low,kinesthetic,data scientist,onsite,poor,yes,10,none
female,"sinhala, tamil",bachelor's degree,information technology,3.64,4,2,2.52,network engineer,"javascript, php",postgresql,docker,excellent,kinesthetic,security engineer,onsite,poor,yes,3,cisco
male,english,bachelor's degree,cyber security,3.67,3,1,2.53,cyber security analyst,"python, sql",postgresql,kubernetes,moderate,auditory,software engineer,onsite,poor,yes,1,cisco
male,english,bachelor's degree,software engineering,2.28,4,2,2.27,software engineer,"java, c++",postgresql,gcp,excellent,auditory,systems analyst,remote,average,no,4,cisco
male,"tamil, english",bachelor's degree,data science,2.91,2,1,3.37,data analyst,"python, r",postgresql,azure,low,kinesthetic,qa engineer,onsite,poor,no,7,google
male,"english, sinhala",bachelor's degree,software engineering,3.36,4,2,2.28,qa engineer,"python, sql",sql server,gcp,excellent,visual,data scientist,hybrid,average,no,9,none
female,sinhala,bachelor's degree,data science,3.62,4,1,3.81,cloud engineer,"java, c++",mongodb,gcp,excellent,auditory,data scientist,remote,average,yes,10,cisco
male,"english, sinhala",bachelor's degree,data science,3.89,2,2,3.81,software engineer,"python, java",postgresql,gcp,excellent,kinesthetic,software engineer,hybrid,excellent,no,3,google
female,"english, sinhala, tamil",bachelor's degree,computer science,3.2,1,1,3.11,cyber security analyst,"java, c++",oracle,gcp,excellent,visual,data scientist,hybrid,excellent,yes,1,cisco
female,tamil,bachelor's degree,cyber security,2.2,2,2,3.77,devops engineer,"java, c++",mongodb,docker,moderate,auditory,systems analyst,hybrid,average,yes,2,azure
male,"sinhala, tamil",bachelor's degree,data science,2.58,3,1,2.43,ai engineer,"python, java",oracle,azure,excellent,visual,data scientist,onsite,excellent,yes,7,azure
male,sinhala,bachelor's degree,information technology,3.55,2,2,3.38,ml engineer,"python, sql",oracle,aws,moderate,kinesthetic,qa engineer,onsite,excellent,yes,10,azure
male,sinhala,bachelor's degree,cyber security,3.3,2,1,3.77,cloud engineer,"javascript, php",sql server,aws,low,auditory,data scientist,onsite,excellent,yes,1,google
